"Restaurant ","Food Category ","Item_Name ","Item Description 2013 ","Servings Per Item 2013 ","Serving Size 2013 ","Serving Size Unit 2013 ","Servings Size Text 2013 ","Calories 2013 ","Total Fat (g) 2013 ","Saturated Fat (g) 2013 ","Trans Fat (g) 2013 ","Cholesterol (mg) 2013 ","Sodium (mg) 2013 ","Potassium (mg) 2013 ","Carbohydrates (g) 2013 ","Fiber (g) 2013 ","Sugar (g) 2013 ","Protein (g) 2013 "
"Panera Bread","Toppings & Ingredients","Powdered Sugar, for Cinnamon Raisin Bread","Powdered Sugar, for Cinnamon Raisin Bread",,"=""-""","=""-""",,0,0,0,0,0,0,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Red Onions, for Full Frontega Chicken on Focaccia Sandwich","Red Onions, for Full Frontega Chicken on Focaccia Sandwich",,"=""-""","=""-""",,5,0,0,0,0,0,"=""-""",1,0,1,0
"Panera Bread","Toppings & Ingredients","Red Onions, for Full Salads","Red Onions, for Full Salads & Full Sandwiches",,"=""-""","=""-""",,10,0,0,0,0,0,"=""-""",2,0,1,0
"Panera Bread","Toppings & Ingredients","Red Onions, for Half Salads","Red Onions, for Half Salads, Full Power Mediterranean Roasted Turkey Salad, Power Chicken Hummus Bowl & Half Sandwiches",,"=""-""","=""-""",,0,0,0,0,0,0,"=""-""",1,0,0,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Ancho Chipotle Spread, for Full Chipotle Chicken w/ Bacon on French Sandwich","Reduced Fat Ancho Chipotle Spread, for Full Chipotle Chicken w/ Bacon on French Sandwich",,"=""-""","=""-""",,170,15,2.5,0,25,550,"=""-""",6,1,3,1
"Panera Bread","Toppings & Ingredients","Reduced Fat Ancho Chipotle Spread, for Half Chipotle Chicken w/ Bacon on French Sandwich","Reduced Fat Ancho Chipotle Spread, for Half Chipotle Chicken w/ Bacon on French Sandwich",,"=""-""","=""-""",,80,8,1,0,15,280,"=""-""",3,0,2,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Balsamic Vinaigrette","Reduced Fat Balsamic Vinaigrette, 1.5 oz",,43,g,,130,11,1.5,0,0,110,"=""-""",8,0,8,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Balsamic Vinaigrette, for Half Salads","Reduced Fat Balsamic Vinaigrette, for Half Salads",,21,g,,60,5,1,0,0,55,"=""-""",4,0,4,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Chive & Onion Cream Cheese Spread, 2 oz","Reduced Fat Chive & Onion Cream Cheese Spread, 2 oz",,57,g,,130,11,7,0.5,35,370,"=""-""",4,1,2,5
"Panera Bread","Toppings & Ingredients","Reduced Fat Hazelnut Cream Cheese Spread","Reduced Fat Hazelnut Cream Cheese Spread",,57,g,,140,11,6,0.5,35,210,"=""-""",6,1,6,5
"Panera Bread","Toppings & Ingredients","Reduced Fat Honey Walnut Cream Cheese Spread","Reduced Fat Honey Walnut Cream Cheese Spread",,57,g,,150,11,6,0,30,200,"=""-""",8,1,7,5
"Panera Bread","Toppings & Ingredients","Reduced Fat Mayonnaise Made w/ Olive Oil, for Full Roasted Turkey & Avocado BLT on Sourdough","Reduced Fat Mayonnaise Made w/ Olive Oil, for Full Roasted Turkey & Avocado BLT on Sourdough",,"=""-""","=""-""",,20,2,0,0,0,45,"=""-""",1,0,0,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Mayonnaise Made w/ Olive Oil, for Half Roasted Turkey & Avocado BLT on Sourdough","Reduced Fat Mayonnaise Made w/ Olive Oil, for Half Roasted Turkey & Avocado BLT on Sourdough",,"=""-""","=""-""",,10,1,0,0,0,20,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Reduced Fat Plain Cream Cheese Spread","Reduced Fat Plain Cream Cheese Spread",,57,g,,130,12,7,0.5,35,230,"=""-""",2,1,1,5
"Panera Bread","Toppings & Ingredients","Reduced Fat Roasted Veggie Cream Cheese Spread","Reduced Fat Roasted Veggie Cream Cheese Spread",,57,g,,110,9,6,0,30,250,"=""-""",3,1,2,4
"Panera Bread","Toppings & Ingredients","Reduced Fat Wild Blueberry Cream Cheese Spread","Reduced Fat Wild Blueberry Cream Cheese Spread",,57,g,,150,10,6,0,30,190,"=""-""",11,1,9,4
"Panera Bread","Toppings & Ingredients","Roast Beef, for Full Asiago Roast Beef on Asiago Cheese Demi Sandwich","Roast Beef, for Full Asiago Roast Beef on Asiago Cheese Demi Sandwich",,"=""-""","=""-""",,160,5,2.5,0,55,350,"=""-""",2,2,2,25
"Panera Bread","Toppings & Ingredients","Roast Beef, for Full Italian Combo w/ Ham on Ciabatta Sandwich","Roast Beef, for Full Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,40,1.5,0.5,0,15,90,"=""-""",0,0,0,6
"Panera Bread","Toppings & Ingredients","Roast Beef, for Half Asiago Roast Beef on Asiago Cheese Demi Sandwich","Roast Beef, for Half Asiago Roast Beef on Asiago Cheese Demi Sandwich",,"=""-""","=""-""",,80,2.5,1,0,25,180,"=""-""",1,1,1,13
"Panera Bread","Toppings & Ingredients","Roast Beef, for Half Italian Combo w/ Ham on Ciabatta Sandwich","Roast Beef, for Half Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,20,0.5,0,0,5,45,"=""-""",0,0,0,3
"Panera Bread","Toppings & Ingredients","Roast Beef, for Kids Sandwich","Roast Beef, for Kids Sandwich",,"=""-""","=""-""",,80,2.5,1,0,25,180,"=""-""",1,1,1,13
"Panera Bread","Toppings & Ingredients","Roasted Artichoke Parmesan Spread, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Artichoke Parmesan Spread, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich",,"=""-""","=""-""",,90,8,5,0,25,130,"=""-""",2,0,1,2
"Panera Bread","Toppings & Ingredients","Roasted Artichoke Parmesan Spread, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Artichoke Parmesan Spread, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich",,"=""-""","=""-""",,45,4,2.5,0,15,65,"=""-""",1,0,0,1
"Panera Bread","Toppings & Ingredients","Roasted Mushroom & Sweet Onion Blend, for Full Spinach Power Salad","Roasted Mushroom & Sweet Onion Blend, for Full Spinach Power Salad",,"=""-""","=""-""",,25,1.5,0,0,0,55,"=""-""",3,1,2,1
"Panera Bread","Toppings & Ingredients","Roasted Mushroom & Sweet Onion Blend, for Half Spinach Power Salad","Roasted Mushroom & Sweet Onion Blend, for Half Spinach Power Salad",,"=""-""","=""-""",,15,0.5,0,0,0,25,"=""-""",2,0,1,1
"Panera Bread","Toppings & Ingredients","Roasted Red Pepper Strips, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Red Pepper Strips, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich",,"=""-""","=""-""",,0,0,0,0,0,0,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Roasted Red Peppers, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Red Peppers, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich & Power Breakfast Egg Whites Bowl w/ Roasted Turkey",,"=""-""","=""-""",,0,0,0,0,0,0,"=""-""",1,0,1,0
"Panera Bread","Toppings & Ingredients","Roasted Tomatoes","Roasted Tomatoes",,"=""-""","=""-""",,30,2,0,0,0,125,"=""-""",3,1,2,1
"Panera Bread","Toppings & Ingredients","Roasted Tomatoes, for Full Tomato & Mozzarella on Ciabatta Sandwich","Roasted Tomatoes, for Full Tomato & Mozzarella on Ciabatta Sandwich",,"=""-""","=""-""",,45,3,0,0,0,180,"=""-""",4,1,3,1
"Panera Bread","Toppings & Ingredients","Roasted Tomatoes, for Half Sandwiches","Roasted Tomatoes, for Half Sandwiches",,"=""-""","=""-""",,25,1.5,0,0,0,90,"=""-""",2,1,1,0
"Panera Bread","Toppings & Ingredients","Roasted Turkey Breast, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Turkey Breast, for Full Roasted Turkey Artichoke on Asiago Focaccia Sandwich & Full Power Mediterranean Roasted Turkey Salad",,"=""-""","=""-""",,150,7,1,0,60,300,"=""-""",0,0,0,20
"Panera Bread","Toppings & Ingredients","Roasted Turkey Breast, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Roasted Turkey Breast, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich & Power Breakfast Egg Whites Bowl w/ Roasted Turkey",,"=""-""","=""-""",,80,3.5,0.5,0,30,150,"=""-""",0,0,0,10
"Panera Bread","Toppings & Ingredients","Rye Miche, for Full Smoked Ham & Swiss Sandwich","Rye Miche, for Full Smoked Ham & Swiss Sandwich",,"=""-""","=""-""",,290,1.5,0,0,0,900,"=""-""",56,4,1,12
"Panera Bread","Toppings & Ingredients","Rye Miche, for Half Ham & Swiss on Stone Milled Rye Sandwich","Rye Miche, for Half Ham & Swiss on Stone Milled Rye Sandwich",,"=""-""","=""-""",,150,1,0,0,0,450,"=""-""",28,2,0,6
"Panera Bread","Toppings & Ingredients","Salmon Filet, for Full Salads","Salmon Filet, for Full Salads & Full Sandwiches",,"=""-""","=""-""",,230,15,3.5,0,60,530,"=""-""",0,0,0,23
"Panera Bread","Toppings & Ingredients","Salmon Filet, for Half Salads","Salmon Filet, for Half Salads & Half Sandwiches",,"=""-""","=""-""",,120,8,1.5,0,30,260,"=""-""",0,0,0,11
"Panera Bread","Toppings & Ingredients","Salt, for Full Sandwiches","Salt, for Full Sandwiches & Breakfast Sandwiches",,"=""-""","=""-""",,0,0,0,0,0,40,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Salt, for Half Sandwiches","Salt, for Half Sandwiches",,"=""-""","=""-""",,0,0,0,0,0,20,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Sausage Pattie, for Sausage & Gouda Egg Souffle","Sausage Pattie, for Sausage & Gouda Egg Souffle",,"=""-""","=""-""",,80,7,2.5,0,20,170,"=""-""",1,0,0,4
"Panera Bread","Toppings & Ingredients","Sausage Pattie, for Sausage, Egg & Cheese Ciabatta","Sausage Pattie, for Sausage, Egg & Cheese Ciabatta & French Toast Bagel w/ Sausage, Egg & Cheese",,"=""-""","=""-""",,160,14,5,0,40,330,"=""-""",1,0,0,8
"Panera Bread","Toppings & Ingredients","Semolina Miche","Semolina Miche, for Sesame Semolina Miche",,"=""-""","=""-""",,140,0,0,0,0,360,"=""-""",30,1,1,5
"Panera Bread","Toppings & Ingredients","Sesame Semolina Miche, for Full Napa Almond Chicken Salad on Sesame Semolina Sandwich","Sesame Semolina Miche, for Full Napa Almond Chicken Salad on Sesame Semolina Sandwich",,"=""-""","=""-""",,350,2,0,0,0,900,"=""-""",74,3,2,12
"Panera Bread","Toppings & Ingredients","Sesame Semolina Miche, for Half Napa Almond Chicken Salad on Sesame Semolina Sandwich","Sesame Semolina Miche, for Half Napa Almond Chicken Salad on Sesame Semolina Sandwich",,"=""-""","=""-""",,180,1,0,0,0,450,"=""-""",37,2,1,6
"Panera Bread","Toppings & Ingredients","Signature Sauce, for Full Salmon Club w/ Bacon on French Croissant Sandwich","Signature Sauce, for Full Salmon Club w/ Bacon on French Croissant Sandwich",,"=""-""","=""-""",,140,14,2.5,0,15,240,"=""-""",3,0,3,0
"Panera Bread","Toppings & Ingredients","Signature Sauce, for Half Bacon Turkey Bravo on Tomato Basil Sandwich","Signature Sauce, for Half Bacon Turkey Bravo on Tomato Basil Sandwich",,"=""-""","=""-""",,35,3.5,0.5,0,5,60,"=""-""",1,0,1,0
"Panera Bread","Toppings & Ingredients","Signature Sauce, for Half Salmon Club w/ Bacon on French Croissant Sandwich","Signature Sauce, for Half Salmon Club w/ Bacon on French Croissant Sandwich & Full Bacon Turkey on Tomato Basil Sandwich",,"=""-""","=""-""",,70,7,1,0,5,120,"=""-""",2,0,2,0
"Panera Bread","Toppings & Ingredients","Sliced Genoa Salami, for Full Italian Combo w/ Ham on Ciabatta Sandwich","Sliced Genoa Salami, for Full Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,160,14,5,0,45,710,"=""-""",1,0,0,8
"Panera Bread","Toppings & Ingredients","Sliced Genoa Salami, for Half Italian Combo w/ Ham on Ciabatta Sandwich","Sliced Genoa Salami, for Half Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,80,7,2.5,0,25,350,"=""-""",1,0,0,4
"Panera Bread","Toppings & Ingredients","Sliced Mozzarella, for Full Frontega Chicken on Focaccia Sandwich","Sliced Mozzarella, for Full Frontega Chicken on Focaccia Sandwich",,"=""-""","=""-""",,120,8,3.5,0,25,300,"=""-""",2,1,1,10
"Panera Bread","Toppings & Ingredients","Sliced Mozzarella, for Half Frontega Chicken on Focaccia Sandwich","Sliced Mozzarella, for Half Frontega Chicken on Focaccia Sandwich",,"=""-""","=""-""",,60,4,1.5,0,10,150,"=""-""",1,0,1,5
"Panera Bread","Toppings & Ingredients","Sliced Swiss Cheese, for Full Cuban Chicken on Focaccia Sandwich","Sliced Swiss Cheese, for Full Cuban Chicken on Focaccia Sandwich",,"=""-""","=""-""",,110,9,5,0,30,70,"=""-""",1,0,0,9
"Panera Bread","Toppings & Ingredients","Sliced Swiss Cheese, for Full Italian Combo w/ Ham on Ciabatta","Sliced Swiss Cheese, for Full Italian Combo w/ Ham on Ciabatta & Smoked Ham & Swiss on Stone Milled Sandwich",,"=""-""","=""-""",,150,12,7,0.5,40,95,"=""-""",1,0,0,12
"Panera Bread","Toppings & Ingredients","Sliced Swiss Cheese, for Half Italian Combo w/ Ham on Ciabatta Sandwich","Sliced Swiss Cheese, for Half Italian Combo w/ Ham on Ciabatta Sandwich & Half Smoked Ham & Swiss on Stone Milled Rye Sandwich",,"=""-""","=""-""",,80,6,3.5,0,20,45,"=""-""",1,0,0,6
"Panera Bread","Toppings & Ingredients","Sliced Swiss Cheese, fro Half Cuban Chicken on Focaccia Sandwich","Sliced Swiss Cheese, fro Half Cuban Chicken on Focaccia Sandwich",,"=""-""","=""-""",,60,4.5,2.5,0,15,35,"=""-""",1,0,0,4
"Panera Bread","Toppings & Ingredients","Smoked Cheddar Cheese, for Full Asiago Roast Beef on Asiago Cheese Demi Sandwich","Smoked Cheddar Cheese, for Full Asiago Roast Beef on Asiago Cheese Demi Sandwich",,"=""-""","=""-""",,120,9,6,0,30,150,"=""-""",1,0,0,7
"Panera Bread","Toppings & Ingredients","Smoked Cheddar Cheese, for Half Smokehouse Turkey w/ Bacon on Three Cheese Sandwich","Smoked Cheddar Cheese, for Half Smokehouse Turkey w/ Bacon on Three Cheese Sandwich & Half Asiago Roast Beef on Asiago Cheese Demi Sandwich",,"=""-""","=""-""",,60,4.5,3,0,15,75,"=""-""",0,0,0,3
"Panera Bread","Toppings & Ingredients","Smoked Gouda Cheese, for Half Bacon Turkey Bravo on Tomato Basil Sandwich","Smoked Gouda Cheese, for Half Bacon Turkey Bravo on Tomato Basil Sandwich",,"=""-""","=""-""",,50,4,2.5,0,10,190,"=""-""",1,0,0,3
"Panera Bread","Toppings & Ingredients","Smoked Gouda Cheese, for Sausage & Gouda Egg Souffle","Smoked Gouda Cheese, for Sausage & Gouda Egg Souffle",,"=""-""","=""-""",,40,3,2,0,5,150,"=""-""",0,0,0,2
"Panera Bread","Toppings & Ingredients","Smoked Gouda, for Full Bacon Turkey Bravo on Tomato Basil Sandwich","Smoked Gouda, for Full Bacon Turkey Bravo on Tomato Basil Sandwich",,"=""-""","=""-""",,100,8,5,0,15,380,"=""-""",1,0,0,6
"Panera Bread","Toppings & Ingredients","Smoked Ham, for Breakfast","Smoked Ham, for Breakfast, Ham Italian Combo w/ Ham on Ciabatta Sandwich & Half Cuban Chicken on Focaccia Sandwich",,"=""-""","=""-""",,30,1,0,0,10,210,"=""-""",0,0,0,5
"Panera Bread","Toppings & Ingredients","Smoked Ham, for Full Smoked Ham & Swiss on Stone Milled Rye Sandwich","Smoked Ham, for Full Smoked Ham & Swiss on Stone Milled Rye Sandwich",,"=""-""","=""-""",,120,3.5,1,0.5,45,830,"=""-""",2,0,0,20
"Panera Bread","Toppings & Ingredients","Smoked Ham, for Kids Sandwich","Smoked Ham, for Kids Sandwich, Full Italian Combo w/ Ham, Full Cuban Chicken on Focaccia Sandwich & Half Smoked Ham & Swiss on Stone Milled Rye Sandwich, Kids & Adults Menu",,"=""-""","=""-""",,60,1.5,0.5,0,25,420,"=""-""",1,0,0,10
"Panera Bread","Toppings & Ingredients","Smoked Pulled Chicken Breast, for Full Frontega Chicken on Focaccia Sandwich","Smoked Pulled Chicken Breast, for Full Frontega Chicken on Focaccia Sandwich",,"=""-""","=""-""",,110,2,0.5,0,65,650,"=""-""",0,0,0,24
"Panera Bread","Toppings & Ingredients","Smoked Pulled Chicken Breast, for Half Sandwiches","Smoked Pulled Chicken Breast, for Half Sandwiches",,"=""-""","=""-""",,60,1,0,0,35,330,"=""-""",0,0,0,12
"Panera Bread","Toppings & Ingredients","Smoked Turkey Breast, for Full Italian Combo w/ Ham on Ciabatta Sandwich","Smoked Turkey Breast, for Full Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,25,0,0,0,10,230,"=""-""",0,0,0,5
"Panera Bread","Toppings & Ingredients","Smoked Turkey Breast, for Full Smoked Turkey Breast on Country Sandwich","Smoked Turkey Breast, for Full Smoked Turkey Breast on Country Sandwich, Bacon Turkey Bravo on Tomato Basil Sandwich, Sierra Turkey on Asiago Cheese Focaccia Sandwich & Smokehouse Turkey w/ Bacon on Three Cheese Sandwich",,"=""-""","=""-""",,100,1.5,0,0,30,910,"=""-""",2,0,0,21
"Panera Bread","Toppings & Ingredients","Smoked Turkey Breast, for Half Italian Combo w/ Ham on Ciabatta Sandwich","Smoked Turkey Breast, for Half Italian Combo w/ Ham on Ciabatta Sandwich",,"=""-""","=""-""",,15,0,0,0,5,115,"=""-""",0,0,0,3
"Panera Bread","Toppings & Ingredients","Smoked Turkey Breast, for Kids Sandwich","Smoked Turkey Breast, for Kids Sandwich & Half Sandwiches, Kids & Adults Menu",,"=""-""","=""-""",,50,0.5,0,0,15,450,"=""-""",1,0,0,11
"Panera Bread","Toppings & Ingredients","Smoky Vidalia Onion Vinaigrette, for Full Salads","Smoky Vidalia Onion Vinaigrette, for Full Salads",,43,g,,100,7,1,0,0,210,"=""-""",9,0,8,0
"Panera Bread","Toppings & Ingredients","Smoky Vidalia Onion Vinaigrette, for Full Salads","Smoky Vidalia Onion Vinaigrette, for Full Salads",,21,g,,50,3.5,0.5,0,0,105,"=""-""",5,0,4,0
"Panera Bread","Toppings & Ingredients","Sourdough Bread Bowl","Sourdough Bread Bowl",,247,g,,660,3,0,0,0,1340,"=""-""",131,4,1,23
"Panera Bread","Toppings & Ingredients","Sourdough Extra Large Loaf, for Full Roasted Turkey & Avocado BLT on Sourdough","Sourdough Extra Large Loaf, for Full Roasted Turkey & Avocado BLT on Sourdough",,"=""-""","=""-""",,200,1,0,0,0,400,"=""-""",3,1,0,7
"Panera Bread","Toppings & Ingredients","Sourdough Extra Large Loaf, for Half Roasted Turkey & Avocado BLT on Sourdough","Sourdough Extra Large Loaf, for Half Roasted Turkey & Avocado BLT on Sourdough",,"=""-""","=""-""",,100,0,0,0,0,200,"=""-""",20,1,0,3
"Panera Bread","Toppings & Ingredients","Spinach Bacon Egg Souffle Blend","Spinach Bacon Egg Souffle Blend, for Spinach Bacon Egg Souffle",,"=""-""","=""-""",,180,13,6,0,100,410,"=""-""",3,1,1,10
"Panera Bread","Toppings & Ingredients","Spring Mix w/ Baby Spinach, for Full Salads","Spring Mix w/ Baby Spinach, for Full Salads",,"=""-""","=""-""",,10,0,0,0,0,25,"=""-""",2,1,1,1
"Panera Bread","Toppings & Ingredients","Spring Mix w/ Baby Spinach, for Full Sierra Turkey on Asiago Cheese Focaccia Sandwich","Spring Mix w/ Baby Spinach, for Full Sierra Turkey on Asiago Cheese Focaccia Sandwich",,"=""-""","=""-""",,0,0,0,0,0,10,"=""-""",1,0,0,0
"Panera Bread","Toppings & Ingredients","Spring Mix w/ Baby Spinach, for Half Salads","Spring Mix w/ Baby Spinach, for Half Salads",,"=""-""","=""-""",,0,0,0,0,0,10,"=""-""",1,1,0,0
"Panera Bread","Toppings & Ingredients","Spring Mix w/ Baby Spinach, for Half Sierra Turkey on Asiago Cheese Focaccia Sandwich","Spring Mix w/ Baby Spinach, for Half Sierra Turkey on Asiago Cheese Focaccia Sandwich",,"=""-""","=""-""",,0,0,0,0,0,0,"=""-""",0,0,0,0
"Panera Bread","Toppings & Ingredients","Steak, for Full Salads","Steak, for Full Salads, Full Steak & White Cheddar on French Baguette Sandwich & Full Steak Balsamico on Ciabatta Sandwich",,"=""-""","=""-""",,230,12,5,0,85,270,"=""-""",1,0,0,27
"Panera Bread","Toppings & Ingredients","Steak, for Half Salads","Steak, for Half Salads & Half Sandwiches",,"=""-""","=""-""",,110,6,2.5,0,45,135,"=""-""",0,0,0,13
"Panera Bread","Toppings & Ingredients","Steak, for Sweet Onion & Poppyseed Bagel w/ Steak","Steak, for Sweet Onion & Poppyseed Bagel w/ Steak & Power Breakfast Egg Bowl w/ Steak",,"=""-""","=""-""",,110,6,2.5,0,45,135,"=""-""",0,0,0,13
"Panera Bread","Toppings & Ingredients","Steel Cut Oatmeal, for Steel Cut Oatmeal w/ Pecans","Steel Cut Oatmeal, for Steel Cut Oatmeal w/ Pecans",,"=""-""","=""-""",,150,3.5,0.5,0,0,160,"=""-""",26,6,1,4
"Panera Bread","Toppings & Ingredients","Stonyfield Farm Organic Vanilla Low Fat Yogurt, for Strawberry Granola Parfait","Stonyfield Farm Organic Vanilla Low Fat Yogurt, for Strawberry Granola Parfait",,"=""-""","=""-""",,110,1.5,1,0,5,85,"=""-""",18,0,18,6
"Panera Bread","Toppings & Ingredients","Sugar Free Vanilla Syrup","Sugar Free Vanilla Syrup, for Vanilla Latte w/ Sugar Free Vanilla Syrup",,"=""-""","=""-""",,5,0,0,0,0,15,"=""-""",1,0,0,0
"Panera Bread","Toppings & Ingredients","Sun Dried Tomato Pesto, for Full Tomato & Mozzarella on Ciabatta Sandwich","Sun Dried Tomato Pesto, for Full Tomato & Mozzarella on Ciabatta Sandwich",,"=""-""","=""-""",,60,5,0,0,0,340,"=""-""",2,1,1,1
"Panera Bread","Toppings & Ingredients","Sun Dried Tomato Pesto, for Half Tomato & Mozzarella on Ciabatta Sandwich","Sun Dried Tomato Pesto, for Half Tomato & Mozzarella on Ciabatta Sandwich",,"=""-""","=""-""",,30,2.5,0,0,0,170,"=""-""",1,0,1,0
"Panera Bread","Toppings & Ingredients","Sweet & Spicy Pickle Chips, for Full Cuban Chicken on Focaccia Sandwich","Sweet & Spicy Pickle Chips, for Full Cuban Chicken on Focaccia Sandwich",,"=""-""","=""-""",,20,0,0,0,0,40,"=""-""",6,0,5,0
"Panera Bread","Toppings & Ingredients","Sweet & Spicy Pickle Chips, fro Half Cuban Chicken on Focaccia Sandwich","Sweet & Spicy Pickle Chips, fro Half Cuban Chicken on Focaccia Sandwich",,"=""-""","=""-""",,10,0,0,0,0,20,"=""-""",3,0,2,0
"Panera Bread","Toppings & Ingredients","Thai Cashew Pieces, for Full Salads","Thai Cashew Pieces, for Full Salads",,"=""-""","=""-""",,60,5,0.5,0,0,125,"=""-""",4,0,1,2
"Panera Bread","Toppings & Ingredients","Thai Cashew Pieces, for Half Salads","Thai Cashew Pieces, for Half Salads",,"=""-""","=""-""",,30,2.5,0,0,0,65,"=""-""",2,0,1,1
"Panera Bread","Toppings & Ingredients","Thai Style Peanut Sauce, for Full Salads","Thai Style Peanut Sauce, for Full Salads",,"=""-""","=""-""",,15,1,0,0,0,80,"=""-""",2,0,1,0
"Panera Bread","Toppings & Ingredients","Thai Style Peanut Sauce, for Half Salads","Thai Style Peanut Sauce, for Half Salads",,"=""-""","=""-""",,5,0,0,0,0,40,"=""-""",1,0,1,0
"Panera Bread","Toppings & Ingredients","Three Cheese Miche, for Full Chicken Caesar on Three Cheese Sandwich","Three Cheese Miche, for Full Chicken Caesar on Three Cheese Sandwich & Full Smokehouse w/ Bacon on Three Cheese Sandwich",,"=""-""","=""-""",,320,4.5,2.5,0,10,670,"=""-""",58,2,2,13
"Panera Bread","Toppings & Ingredients","Three Cheese Miche, for Half Sandwiches","Three Cheese Miche, for Half Sandwiches",,"=""-""","=""-""",,160,2.5,1.5,0,5,340,"=""-""",29,1,1,6
"Panera Bread","Toppings & Ingredients","Tomato Basil XL Loaf, for Full Mediterranean Veggie on Tomato Basil Sandwich","Tomato Basil XL Loaf, for Full Mediterranean Veggie on Tomato Basil Sandwich & Bacon Turkey Bravo on Tomato Basil Sandwich",,"=""-""","=""-""",,380,2,0,0,0,910,"=""-""",77,3,3,13
"Panera Bread","Toppings & Ingredients","Tomato Basil XL Loaf, for Half Mediterranean Veggie on Tomato Basil Sandwich","Tomato Basil XL Loaf, for Half Mediterranean Veggie on Tomato Basil Sandwich & Half Bacon Turkey Bravo on Tomato Basil Sandwich",,"=""-""","=""-""",,190,1,0,0,0,450,"=""-""",38,2,2,7
"Panera Bread","Toppings & Ingredients","=""Tri-Color Tortilla Chips, for Full Salads""","=""Tri-Color Tortilla Chips, for Full Salads""",,"=""-""","=""-""",,130,7,0.5,0,0,65,"=""-""",16,2,0,2
"Panera Bread","Toppings & Ingredients","=""Tri-Color Tortilla Strips, for Half Salads""","=""Tri-Color Tortilla Strips, for Half Salads""",,"=""-""","=""-""",,70,3.5,0,0,0,35,"=""-""",8,1,0,1
"Panera Bread","Toppings & Ingredients","Tuna Salad, for Full Tuna Salad on Honey Wheat Sandwich","Tuna Salad, for Full Tuna Salad on Honey Wheat Sandwich",,"=""-""","=""-""",,200,10,1.5,0,45,690,"=""-""",6,0,2,20
"Panera Bread","Toppings & Ingredients","Tuna Salad, for Half Tuna Salad on Honey Wheat Sandwich","Tuna Salad, for Half Tuna Salad on Honey Wheat Sandwich",,"=""-""","=""-""",,100,5,1,0,25,350,"=""-""",3,0,1,10
"Panera Bread","Toppings & Ingredients","Vanilla Flavored Syrup","Vanilla Flavored Syrup",,"=""-""","=""-""",,90,0,0,0,0,15,"=""-""",24,0,22,0
"Panera Bread","Toppings & Ingredients","Whipped Cream","Whipped Cream",,"=""-""","=""-""",,110,10,6,0,30,5,"=""-""",4,0,3,1
"Panera Bread","Toppings & Ingredients","White Balsamic Fuji Apple Vinaigrette","White Balsamic Fuji Apple Vinaigrette",,43,g,,150,12,2,0,0,180,"=""-""",12,0,11,0
"Panera Bread","Toppings & Ingredients","White Balsamic Fuji Apple Vinaigrette, for Half Salads","White Balsamic Fuji Apple Vinaigrette, for Half Salads",,21,g,,80,6,1,0,0,90,"=""-""",6,0,5,0
"Panera Bread","Toppings & Ingredients","White Icing","White Icing",,"=""-""","=""-""",,25,0,0,0,0,0,"=""-""",6,0,6,0
"Panera Bread","Toppings & Ingredients","White Icing, for Bear Claw","White Icing, for Bear Claw",,"=""-""","=""-""",,70,0.5,0,0,0,0,"=""-""",16,0,16,0
"Panera Bread","Toppings & Ingredients","Whole Egg","Whole Egg",,"=""-""","=""-""",,70,4.5,1.5,0,185,150,"=""-""",0,0,0,6
"Panera Bread","Toppings & Ingredients","Whole Egg, for Power Breakfast Egg Bowl w/ Steak","Whole Egg, for Power Breakfast Egg Bowl w/ Steak",,"=""-""","=""-""",,60,4.5,1.5,0,165,135,"=""-""",0,0,0,6
"Panera Bread","Toppings & Ingredients","Whole Grain Miche, for Breakfast Power","Whole Grain Miche, for Breakfast Power",,"=""-""","=""-""",,150,1,0,0,0,280,"=""-""",30,4,2,6
