"Restaurant ","Food Category ","Item_Name ","Item Description 2013 ","Servings Per Item 2013 ","Serving Size 2013 ","Serving Size Unit 2013 ","Servings Size Text 2013 ","Calories 2013 ","Total Fat (g) 2013 ","Saturated Fat (g) 2013 ","Trans Fat (g) 2013 ","Cholesterol (mg) 2013 ","Sodium (mg) 2013 ","Potassium (mg) 2013 ","Carbohydrates (g) 2013 ","Fiber (g) 2013 ","Sugar (g) 2013 ","Protein (g) 2013 "
Applebee's,"Appetizers & Sides","Appetizer Sampler","Appetizer Sampler, Appetizers, As Served",,"=""-""","=""-""",,"=""2300-2460""","=""143-160""","=""43-47""","=""2-2.5""","=""-""","=""5440-6150""","=""-""","=""157-183""",13,"=""-""","=""89-91"""
Applebee's,"Appetizers & Sides","Applesauce, Kids","Applesauce, Side, Kids",,"=""-""","=""-""",,90,0,0,0,"=""-""",5,"=""-""",23,2,"=""-""",0
Applebee's,"Appetizers & Sides","Baked Potato","Baked Potato, Steaks & Toppers or Soups, Salads & Sides",,"=""-""","=""-""",,330,18,11,0,"=""-""",170,"=""-""",41,3,"=""-""",6
Applebee's,"Appetizers & Sides","Boneless Wings, Classic Buffalo","Boneless Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,1170,69,16,1,"=""-""",3780,"=""-""",66,8,"=""-""",70
Applebee's,"Appetizers & Sides","Boneless Wings, Honey BBQ","Boneless Wings, Honey BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,1250,55,11,0.5,"=""-""",3060,"=""-""",116,8,"=""-""",71
Applebee's,"Appetizers & Sides","Boneless Wings, Hot Buffalo","Boneless Wings, Hot Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,1170,70,16,1,"=""-""",3900,"=""-""",67,8,"=""-""",71
Applebee's,"Appetizers & Sides","Boneless Wings, Southern BBQ","Boneless Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,1110,55,11,0.5,"=""-""",2780,"=""-""",83,8,"=""-""",70
Applebee's,"Appetizers & Sides","Boneless Wings, Sweet & Spicy Sauce","Boneless Wings, Sweet & Spicy Sauce, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,1150,55,11,0.5,"=""-""",3390,"=""-""",90,8,"=""-""",71
Applebee's,"Appetizers & Sides","Brew Pub Pretzels & Beer Cheese Dip","Brew Pub Pretzels & Beer Cheese Dip, Appetizers, As Served",,"=""-""","=""-""",,1170,55,19,2,"=""-""",3380,"=""-""",128,10,"=""-""",39
Applebee's,"Appetizers & Sides","Celery w/ Dressing, Kids","Celery w/ Dressing, Side, Kids",,"=""-""","=""-""",,220,22,3.5,0,"=""-""",420,"=""-""",5,2,"=""-""",2
Applebee's,"Appetizers & Sides","Chili Cheese Nachos","Chili Cheese Nachos, Appetizers, As Served",,"=""-""","=""-""",,1600,99,36,2,"=""-""",3940,"=""-""",132,16,"=""-""",48
Applebee's,"Appetizers & Sides","Chips & Spicy Chipotle Lime Salsa","Chips & Spicy Chipotle Lime Salsa, Appetizers, As Served",,"=""-""","=""-""",,960,53,10,0.5,"=""-""",890,"=""-""",107,11,"=""-""",14
Applebee's,"Appetizers & Sides","Classic Wings, Classic Buffalo","Classic Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,710,49,14,0.5,"=""-""",2060,"=""-""",8,2,"=""-""",61
Applebee's,"Appetizers & Sides","Classic Wings, Honey BBQ","Classic Wings, Honey BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,790,35,9,0,"=""-""",1340,"=""-""",59,3,"=""-""",61
Applebee's,"Appetizers & Sides","Classic Wings, Hot Buffalo","Classic Wings, Hot Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,720,49,14,0.5,"=""-""",2170,"=""-""",9,3,"=""-""",61
Applebee's,"Appetizers & Sides","Classic Wings, Southern BBQ","Classic Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,660,35,9,0,"=""-""",1060,"=""-""",25,2,"=""-""",61
Applebee's,"Appetizers & Sides","Classic Wings, Sweet & Spicy Sauce","Classic Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,690,35,9,0,"=""-""",1670,"=""-""",32,2,"=""-""",62
Applebee's,"Appetizers & Sides","Cole Slaw","Cole Slaw, Sandwich Side",,"=""-""","=""-""",,140,8,1,0,"=""-""",250,"=""-""",15,2,"=""-""",1
Applebee's,"Appetizers & Sides","Crunchy Onion Rings, Appetizers","Crunchy Onion Rings, Appetizers, As Served",,"=""-""","=""-""",,"=""1060-1290""",56,10,0.5,"=""-""","=""2630-3620""","=""-""","=""126-181""","=""7-9""","=""-""","=""15-16"""
Applebee's,"Appetizers & Sides","Crunchy Onion Rings, Side","Crunchy Onion Rings, Sandwich Side",,"=""-""","=""-""",,530,28,5,0,"=""-""",1320,"=""-""",63,4,"=""-""",7
Applebee's,"Appetizers & Sides","Fresh Fruit","Fresh Fruit, Sandwich Side",,"=""-""","=""-""",,90,0,0,0,"=""-""",0,"=""-""",24,3,"=""-""","=""<1"""
Applebee's,"Appetizers & Sides","Fried Shrimp Addition","Fried Shrimp Addition, Soups, Salads & Sides, As Served",,"=""-""","=""-""",,390,21,4,0,"=""-""",1270,"=""-""",35,2,"=""-""",14
Applebee's,"Appetizers & Sides","Garlic Mashed Potatoes","Garlic Mashed Potatoes, Steaks & Toppers or Soups, Salads & Sides",,"=""-""","=""-""",,250,15,4.5,1,"=""-""",870,"=""-""",26,3,"=""-""",4
Applebee's,"Appetizers & Sides","Green Bean Crispers","Green Bean Crispers, Appetizers, As Served",,"=""-""","=""-""",,920,69,12,1,"=""-""",1570,"=""-""",66,7,"=""-""",8
Applebee's,"Appetizers & Sides","Grilled Shrimp Addition","Grilled Shrimp Addition, Soups, Salads & Sides, As Served",,"=""-""","=""-""",,250,12,2.5,0,"=""-""",2250,"=""-""",2,0,"=""-""",33
Applebee's,"Appetizers & Sides","Loaded Baked Potato","Loaded Baked Potato, Soups, Salads & Sides, As Served",,"=""-""","=""-""",,400,23,13,0,"=""-""",330,"=""-""",41,3,"=""-""",10
Applebee's,"Appetizers & Sides","Loaded Mashed Potatoes","Loaded Mashed Potatoes, Soups, Salads & Sides, As Served",,"=""-""","=""-""",,460,33,15,1.5,"=""-""",1230,"=""-""",29,3,"=""-""",14
Applebee's,"Appetizers & Sides","Mozzarella Sticks","Mozzarella Sticks, Appetizers, As Served",,"=""-""","=""-""",,930,48,21,1,"=""-""",2640,"=""-""",84,2,"=""-""",43
Applebee's,"Appetizers & Sides","Queso Blanco","Queso Blanco, Appetizers, As Served",,"=""-""","=""-""",,1290,78,24,1.5,"=""-""",2480,"=""-""",117,12,"=""-""",32
Applebee's,"Appetizers & Sides","Queso Blanco w/ Chili","Queso Blanco w/ Chili, Appetizers, As Served",,"=""-""","=""-""",,1390,84,27,2,"=""-""",2930,"=""-""",120,13,"=""-""",41
Applebee's,"Appetizers & Sides","Seasonal Vegetables","Seasonal Vegetables, Steaks & Toppers, Sandwich Sides",,"=""-""","=""-""",,"=""35-60""","=""0-0.5""",0,0,"=""-""","=""320-440""","=""-""","=""7-11""","=""2-4""","=""-""","=""1-5"""
Applebee's,"Appetizers & Sides","Spicy Chili Cheese Nachos","Spicy Chili Cheese Nachos, Appetizers, As Served",,"=""-""","=""-""",,1510,92,31,2,"=""-""",3150,"=""-""",126,17,"=""-""",47
Applebee's,"Appetizers & Sides","Spinach & Artichoke Dip","Spinach & Artichoke Dip, Appetizers, As Served",,"=""-""","=""-""",,"=""1500-1570""","=""99-105""","=""24-27""",1,"=""-""","=""2650-2720""","=""-""","=""123-125""",14,"=""-""","=""33-34"""
Applebee's,"Appetizers & Sides","Steamed Broccoli, Kids","Steamed Broccoli, Side, Kids",,"=""-""","=""-""",,25,0,0,0,"=""-""",25,"=""-""",4,3,"=""-""",3
Applebee's,"Appetizers & Sides","Trios Boneless Wings, Classic Buffalo","Trios Boneless Wings, Classic Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,580,35,8,0,"=""-""",1900,"=""-""",33,4,"=""-""",35
Applebee's,"Appetizers & Sides","Trios Boneless Wings, Honey BBQ","Trios Boneless Wings, Honey BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,620,28,5,0,"=""-""",1530,"=""-""",58,4,"=""-""",35
Applebee's,"Appetizers & Sides","Trios Boneless Wings, Hot Buffalo","Trios Boneless Wings, Hot Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,590,35,8,0,"=""-""",1950,"=""-""",34,4,"=""-""",35
Applebee's,"Appetizers & Sides","Trios Boneless Wings, Southern BBQ","Trios Boneless Wings, Southern BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,550,28,5,0,"=""-""",1390,"=""-""",42,4,"=""-""",35
Applebee's,"Appetizers & Sides","Trios Boneless Wings, Sweet & Spicy Sauce","Trios Boneless Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,570,28,5,0,"=""-""",1700,"=""-""",45,4,"=""-""",36
Applebee's,"Appetizers & Sides","Trios Classic Wings, Classic Buffalo","Trios Classic Wings, Classic Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,360,25,7,0,"=""-""",1040,"=""-""",4,1,"=""-""",30
Applebee's,"Appetizers & Sides","Trios Classic Wings, Honey BBQ","Trios Classic Wings, Honey BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,400,17,4.5,0,"=""-""",670,"=""-""",29,1,"=""-""",31
Applebee's,"Appetizers & Sides","Trios Classic Wings, Hot Buffalo","Trios Classic Wings, Hot Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,360,25,7,0,"=""-""",1090,"=""-""",4,1,"=""-""",30
Applebee's,"Appetizers & Sides","Trios Classic Wings, Southern BBQ","Trios Classic Wings, Southern BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,330,17,4.5,0,"=""-""",530,"=""-""",13,1,"=""-""",30
Applebee's,"Appetizers & Sides","Trios Classic Wings, Sweet & Spicy Sauce","Trios Classic Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese",,"=""-""","=""-""",,350,18,4.5,0,"=""-""",830,"=""-""",16,1,"=""-""",31
Applebee's,"Appetizers & Sides","Trios Mozzarella Sticks","Trios Mozzarella Sticks, Ultimate Trios",,"=""-""","=""-""",,420,21,9,0.5,"=""-""",1270,"=""-""",39,1,"=""-""",19
Applebee's,"Appetizers & Sides","Trios Spinach Artichoke Dip","Trios Spinach Artichoke Dip, Ultimate Trios",,"=""-""","=""-""",,580,40,10,0,"=""-""",950,"=""-""",42,5,"=""-""",14
Applebee's,"Baked Goods",Breadstick,"Breadstick, Pick 'n Pair & Lunch Combos",,"=""-""","=""-""",,130,4,0.5,0,"=""-""",200,"=""-""",19,1,"=""-""",4
Applebee's,"Baked Goods","Toasted Garlic Bread Basket","Toasted Garlic Bread Basket, Extras, As Served",,"=""-""","=""-""",,500,15,2.5,0,"=""-""",820,"=""-""",76,3,"=""-""",16
Applebee's,Beverages,"Amstel Light","Amstel Light",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Apple Juice, Kids","Apple Juice, Kids, 6.75 oz",,6.75,"fl oz",,100,0,0,0,"=""-""",15,"=""-""",25,0,"=""-""",0
Applebee's,Beverages,"Applebee's Bahama Mama","Applebee's Bahama Mama, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Applebee's Cosmopolitan","Applebee's Cosmopolitan",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Applebee's Gold Margarita","Applebee's Gold Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Applebee's Limeades, 20 oz","Applebee's Limeades, 20 oz",,20,"fl oz",,230,0,0,0,"=""-""",15,"=""-""",59,0,"=""-""",0
Applebee's,Beverages,"Applebee's Mudslide","Applebee's Mudslide, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,Applebeetini,"Applebeetini, Martini",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Bass Pale Ale","Bass Pale Ale",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,Becks,Becks,,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Berry Sangria","Berry Sangria",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Blue Moon Belgian White Ale","Blue Moon Belgian White Ale",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Blue Moon Winter Abbey Ale","Blue Moon Winter Abbey Ale",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Brewtus, Bud Light","Brewtus, Bud Light",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Bud Light","Bud Light",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,Budweiser,Budweiser,,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Chocolate Milk, 1%, Kids","Chocolate Milk, 1%, Kids, 8 oz",,8,"fl oz",,"=""150-270""","=""2.5-6""",4,0,"=""-""","=""170-210""","=""-""","=""26-45""",0,"=""-""","=""8-11"""
Applebee's,Beverages,"Coffee, 8 oz","Coffee, 8 oz",,8,"fl oz",,0,0,0,0,"=""-""",0,"=""-""",0,0,"=""-""",0
Applebee's,Beverages,"Columbia Crest Grand Estates Chardonnay","Columbia Crest Grand Estates Chardonnay, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Columbia Crest Grand Estates Merlot","Columbia Crest Grand Estates Merlot, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Columbia Crest Two Vines Cabernet","Columbia Crest Two Vines Cabernet, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Coors Light","Coors Light",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Corona Extra","Corona Extra",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Corona Light","Corona Light",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Decadent Shakes, 20 oz","Decadent Shakes, 20 oz",,20,"fl oz",,"=""890-940""","=""44-50""","=""25-27""",0,"=""-""","=""330-490""","=""-""","=""92-127""","=""0-2""","=""-""","=""15-16"""
Applebee's,Beverages,"Diet Mountain Dew, 20 oz","Diet Mountain Dew, 20 oz",,20,"fl oz",,0,0,0,0,"=""-""",40,"=""-""",0,0,"=""-""",0
Applebee's,Beverages,"Diet Pepsi, 20 oz","Diet Pepsi, 20 oz",,20,"fl oz",,0,0,0,0,"=""-""",25,"=""-""",0,0,"=""-""",0
Applebee's,Beverages,"Diet Pepsi, Caffeine Free, 20 oz","Diet Pepsi, Caffeine Free, 20 oz",,20,"fl oz",,0,0,0,0,"=""-""",25,"=""-""",0,0,"=""-""",0
Applebee's,Beverages,"Dr Pepper, 20 oz","Dr Pepper, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",35,"=""-""",27,0,"=""-""",0
Applebee's,Beverages,"Ecco Domani Pinot Grigio","Ecco Domani Pinot Grigio, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Flavored Lemonades & Iced Tea, 20 oz","Flavored Lemonades & Iced Tea, 20 oz",,20,"fl oz",,"=""30-150""",0,0,0,"=""-""","=""35-110""","=""-""","=""7-40""",0,"=""-""",0
Applebee's,Beverages,"Flavored Mojitos","Flavored Mojitos; Choice of: Wildberry, Strawberry or Mango Flavor, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Frozen Lemonade, 20 oz","Frozen Lemonade, 20 oz",,20,"fl oz",,"=""250-260""",0,0,0,"=""-""","=""0-5""","=""-""","=""63-65""","=""0-<1""","=""-""",0
Applebee's,Beverages,"Grape Juice, Kids","Grape Juice, Kids, 6.75 oz",,6.75,"fl oz",,100,0,0,0,"=""-""",0,"=""-""",24,0,"=""-""",0
Applebee's,Beverages,Heineken,Heineken,,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Iced Tea, 20 oz","Iced Tea, 20 oz",,20,"fl oz",,0,0,0,0,"=""-""",30,"=""-""","=""<1""",0,"=""-""",0
Applebee's,Beverages,"=""Kendall-Jackson V.R. Chardonnay""","=""Kendall-Jackson V.R. Chardonnay, Wine""",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Lemon Drop Martini","Lemon Drop Martini",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Lipton Brisk Raspberry Iced Tea, 20 oz","Lipton Brisk Raspberry Iced Tea, 20 oz",,20,"fl oz",,80,0,0,0,"=""-""",25,"=""-""",21,0,"=""-""",0
Applebee's,Beverages,"Main Street 'Rita","Main Street 'Rita, Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Main Street 'Rita Swirls","Main Street 'Rita Swirls, Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Michelob Ultra","Michelob Ultra",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Milk, Kids","Milk, Kids, 8 oz; Choice of: 1% or 2% Milk",,8,"fl oz",,"=""110-150""","=""2.5-6""",4,0,"=""-""","=""130-140""","=""-""","=""13-15""",0,"=""-""","=""8-10"""
Applebee's,Beverages,"Miller Lite","Miller Lite",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Mountain Dew, 20 oz","Mountain Dew, 20 oz",,20,"fl oz",,110,0,0,0,"=""-""",35,"=""-""",29,0,"=""-""",0
Applebee's,Beverages,"Mucho Margarita","Mucho Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Mug Root Beer, 20 oz","Mug Root Beer, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",15,"=""-""",26,0,"=""-""",0
Applebee's,Beverages,"Orange Dream Martini","Orange Dream Martini",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"=""Orange-Tangerine Juice, Kids""","=""Orange-Tangerine Juice, Kids, 6.75 oz""",,6.75,"fl oz",,110,0,0,0,"=""-""",15,"=""-""",27,0,"=""-""",0
Applebee's,Beverages,"Oreo Cookie Milkshake, Kids","Oreo Cookie Milkshake, Kids",,"=""-""","=""-""",,800,41,26,1.5,"=""-""",490,"=""-""",98,2,"=""-""",12
Applebee's,Beverages,"Pepsi, 20 oz","Pepsi, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",25,"=""-""",28,0,"=""-""",0
Applebee's,Beverages,"Perfect Margarita","Perfect Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Perfect Patron Margarita","Perfect Patron Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Perfect Pomegranate Margarita","Perfect Pomegranate Margarita",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Red Apple Sangria","Red Apple Sangria",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Rolling Rock","Rolling Rock",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Sam Adams Boston Lager","Sam Adams Boston Lager",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Sierra Mist, 20 oz","Sierra Mist, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",20,"=""-""",27,0,"=""-""",0
Applebee's,Beverages,"Skinny Bee Margarita","Skinny Bee Margarita, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Soda, Kids","Soda, Kids, 12 oz",,12,"fl oz",,"=""0-70""",0,0,0,"=""-""","=""10-65""","=""-""","=""0-19""",0,"=""-""",0
Applebee's,Beverages,"Summer Squeeze","Summer Squeeze, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Sutter Home Cabernet Sauvignon","Sutter Home Cabernet Sauvignon, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Sutter Home Chardonnay","Sutter Home Chardonnay, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Sutter Home White Zinfandel","Sutter Home White Zinfandel, Wine",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Top Shelf Long Island Iced Tea","Top Shelf Long Island Iced Tea, Cocktails",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Tropicana Lemonade, 20 oz","Tropicana Lemonade, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",105,"=""-""",27,0,"=""-""",0
Applebee's,Beverages,"Tropicana, Fruit Punch, Kids","Tropicana Fruit Punch, Kids, 12 oz",,12,"fl oz",,70,0,0,0,"=""-""",15,"=""-""",19,0,"=""-""",0
Applebee's,Beverages,"White Peach Sangria","White Peach Sangria",,"=""-""","=""-""",,"=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-""","=""-"""
Applebee's,Beverages,"Wild Cherry Pepsi, 20 oz","Wild Cherry Pepsi, 20 oz",,20,"fl oz",,100,0,0,0,"=""-""",20,"=""-""",28,0,"=""-""",0
Applebee's,Burgers,"1 Mini Cheeseburger","1 Mini Cheeseburger w/out Sides, Kids",,"=""-""","=""-""",,380,24,9,1.5,"=""-""",670,"=""-""",23,"=""<1""","=""-""",16
Applebee's,Burgers,"1 Mini Hamburger","1 Mini Hamburger w/out Sides, Kids",,"=""-""","=""-""",,340,21,7,0.5,"=""-""",550,"=""-""",23,"=""<1""","=""-""",14
Applebee's,Burgers,"2 Mini Cheeseburgers","2 Mini Cheeseburgers w/out Sides, Kids",,"=""-""","=""-""",,750,48,16,1.5,"=""-""",1340,"=""-""",47,1,"=""-""",33
Applebee's,Burgers,"2 Mini Hamburgers","2 Mini Hamburgers w/out Sides, Kids",,"=""-""","=""-""",,680,42,14,1,"=""-""",1090,"=""-""",46,1,"=""-""",29
Applebee's,Burgers,"Bacon Cheddar Cheeseburger","Bacon Cheddar Cheeseburger w/out Fries or Sides",,"=""-""","=""-""",,1010,64,26,1.5,"=""-""",1850,"=""-""",51,3,"=""-""",56
Applebee's,Burgers,"Bourbon Black & Bleu Burger","Bourbon Black & Bleu Burger w/out Fries, Freshburgers",,"=""-""","=""-""",,1310,90,35,2,"=""-""",2630,"=""-""",59,9,"=""-""",66
